Id	Longitude	Latitude	Population	ClinicWalkability
70030076321223382	83.032217	55.06294	3.06	5
70030076177714604	82.949076	55.171698	3.06	3
141373143622577	83.069935	54.941747	3.06	3
141373143563632	82.976889	54.951977	3.06	3
70030076347029007	82.893945	55.098705	3.06	4
70030076249922240	83.041469	54.876632	3.06	5
70030076262884404	83.015168	55.081815	3.06	4
141373143607203	82.956923	54.868745	3.06	4
141373143608690	82.845841	54.984598	3.06	3
70030076334657847	82.928317	54.861381	3.06	5
70030076325495300	82.991737	55.160284	3.06	5
70030076249927461	83.051763	54.885505	3.06	5
141373143629048	82.977352	55.012215	3.06	2
141373143517924	82.971546	55.076309	163.97	2
141373143634510	82.965145	55.018584	3.06	3
141373143625118	83.10971	54.956354	3.06	4
141373143620534	83.098936	54.932952	3.06	2
141373143609228	82.85612	54.983459	3.06	3
141373143520796	82.906512	55.030448	143.47	1
141373143687821	83.048503	55.072833	3.06	5
141373143608029	82.836687	54.981939	3.06	3
141373143637821	83.01143	55.07233	3.06	3
141373143644411	82.886064	55.080694	3.06	3
70030076249780198	83.040805	54.870075	3.06	5
141373143613645	82.799012	54.989282	3.06	4
141373143678684	82.837556	55.03164	3.06	3
141373143598181	83.098074	54.813817	3.06	1
141373143632592	82.952836	55.020442	3.06	2
70030076130260297	83.087378	54.891013	3.06	3
141373143532869	82.956376	54.998445	61.49	3
141373143639084	82.94451	55.063269	3.06	3
141373143544181	83.116532	54.946326	3.06	3
141373143533717	82.918248	54.966751	20.5	2
141373143558014	82.906545	55.110306	3.06	5
141373175784557	82.843314	54.949815	3.06	4
70030076347029075	82.895925	55.099397	3.06	5
70030076249921655	83.041142	54.875701	3.06	5
70030076217756083	83.113275	54.924985	3.06	4
70030076205350551	83.059651	54.935314	3.06	4
141373143677202	82.882836	55.037502	3.06	2
141373143631999	82.968332	55.002241	3.06	3
141373143634419	82.996234	55.040805	3.06	2
141373143616716	82.818918	54.994377	3.06	3
141373143637896	82.877611	55.043511	3.06	2
70030076327250794	82.943543	54.848664	3.06	5
141373143538718	83.089643	54.866732	204.96	2
70030076327210971	82.947413	54.84703	3.06	5
70030076171423787	82.954481	54.85706	3.06	4
141373143608363	82.838412	54.985484	3.06	3
141373143612765	82.845267	54.975964	3.06	3
141373143612186	82.856195	54.979274	3.06	3
141373143640136	82.807852	55.098774	3.06	5
141373143567147	82.797837	54.990133	3.06	4
141373143568314	82.976437	55.159573	3.06	5
141373143596801	83.065797	54.883318	3.06	5
141373143690397	82.956604	55.038395	170.8	2
141373143534741	82.889793	54.962139	40.99	3
141373143576733	82.880527	55.080414	3.06	4
141373143634822	82.989036	55.048181	3.06	3
141373143640764	83.018351	55.056112	3.06	4
141373143620444	82.884921	55.017947	3.06	3
70030076173011353	83.039805	55.039012	3.06	4
141373143637289	82.882998	55.053314	3.06	3
141373143627716	82.990027	54.999563	3.06	4
141373143612991	82.836453	54.989008	3.06	3
141373143561514	82.941791	55.058928	3.06	3
141373143643436	82.952605	55.0686	3.06	2
141373174276964	82.914959	55.109343	3.06	5
141373143519194	82.938453	55.04291	245.95	2
141373143610682	82.827219	54.979541	3.06	2
141373143530667	82.88194	54.979644	27.33	1
70030076208728796	83.034282	55.000044	3.06	5
70030076250712378	83.037604	54.870117	3.06	5
141373143559698	83.008174	54.874687	3.06	5
141373143640248	82.949499	55.064929	3.06	3
141373143563901	82.903633	55.008961	3.06	2
141373143529915	82.875413	54.981886	102.48	1
141373143639601	82.887765	55.071629	3.06	3
141373143609903	82.830929	54.973585	3.06	3
141373143608444	82.827293	54.975235	3.06	3
141373143563574	82.938783	55.089922	3.06	3
141373143532454	82.894378	54.994304	616.58	2
141373143626107	82.991587	54.9393	3.06	5
141373143577568	82.985812	54.997562	3.06	4
141373143605817	82.949713	54.870822	3.06	4
141373143625075	83.110324	54.956283	3.06	4
141373143627937	83.070444	54.927634	3.06	3
70030076194533479	82.904588	54.969602	3.06	2
70030076267744635	82.998424	55.128732	3.06	5
70030076251052520	83.035534	54.869676	3.06	5
70030076249826514	83.045537	54.874506	3.06	5
141373143616067	82.846331	54.955765	3.06	3
141373143623614	83.066754	54.94454	3.06	2
141373143622986	83.129626	54.965166	3.06	4
141373143565935	82.772547	55.00031	3.06	5
141373143644748	82.893735	55.081224	3.06	3
141373143596670	82.863518	54.967562	406.5	2
141373143678876	82.799355	55.024663	3.06	3
141373173182789	83.033672	55.000257	3.06	5
141373143610710	82.828978	54.979045	3.06	2
141373143520443	82.971089	55.035723	368.92	2
141373143534861	82.909109	54.964343	49.53	3
141373143516969	82.97566	55.078445	153.72	3
141373143518295	82.967113	55.055579	70.03	1
141373143644669	82.981571	54.974525	3.06	5
141373143595685	82.931825	55.014331	128.1	3
141373143556342	82.904994	54.966534	3.06	3
141373143619152	82.801146	55.020961	3.06	3
141373143643541	83.04108	54.970744	3.06	5
141373143546320	83.083748	54.980398	3.06	3
141373143567820	82.84254	54.98343	3.06	3
141373143618724	82.892081	55.011533	3.06	1
141373143606281	82.997516	54.870335	3.06	4
70030076275675206	82.765768	55.0028	3.06	5
70030076327367926	82.937383	54.845627	3.06	5
70030076251107471	83.035153	54.869766	3.06	5
70030076261495331	83.023521	55.077624	3.06	4
141373143613085	82.879049	54.973647	3.06	2
141373143638595	82.897103	55.070779	3.06	3
70030076262956190	83.017985	55.088113	3.06	5
70030076277387083	82.832882	54.945671	3.06	4
141373143627156	83.097823	54.979543	3.06	3
141373143631615	83.029917	55.048372	3.06	4
141373143552809	82.986229	55.015603	3.06	3
70030076139627302	82.946051	54.962729	3.06	3
141373143558026	82.983536	55.001192	3.06	3
141373143542496	83.111969	54.960366	3.06	4
141373143642666	82.946773	55.067386	3.06	3
70030076261495373	83.023356	55.07775	3.06	4
70030076334934567	82.931424	54.857506	3.06	5
70030076249936778	83.05251	54.882633	3.06	5
141373143567493	82.829971	54.972337	3.06	3
141373143632819	82.97283	55.015408	3.06	2
141373143572421	82.95009	54.949982	3.06	2
141373143645931	82.952994	55.179452	3.06	1
141373143604351	83.069227	54.887319	3.06	4
70030076261747891	83.028529	55.078197	3.06	5
70030076249769257	83.04006	54.865633	3.06	5
70030076261989499	83.021714	55.081803	3.06	5
70030076330628339	82.815259	55.105135	3.06	5
70030076249790896	83.035717	54.865902	3.06	5
70030076249942619	83.0512	54.883619	3.06	5
70030076249947744	83.047179	54.880921	3.06	5
141373143620413	83.096912	54.930347	3.06	3
141373143640824	83.014259	55.057648	3.06	4
141373143606290	82.998534	54.867741	3.06	4
141373143642195	83.020532	55.054515	3.06	4
70030076284713561	83.044358	54.884178	3.06	5
70030076249771980	83.037764	54.863946	3.06	5
70030076321113798	83.030227	55.058717	3.06	5
70030076284731938	83.045906	54.882686	3.06	5
141373143520801	82.907298	55.030877	81.98	1
141373143621445	83.122861	54.955736	3.06	4
141373143635390	83.012272	55.048379	3.06	3
141373143610865	82.876688	54.968809	3.06	1
141373143622224	83.118942	54.957307	3.06	4
141373143637367	82.874007	55.040895	3.06	3
141373143607539	82.839581	54.973983	3.06	3
141373143560119	82.963968	54.869146	3.06	3
141373187152858	83.072823	55.033216	3.06	5
141373143546224	83.087185	54.981116	3.06	3
141373143597349	82.886679	55.013295	3.06	2
141373143643375	82.894701	55.117276	3.06	3
141373143633942	82.967947	55.01748	3.06	3
141373143678942	82.989447	55.156052	3.06	5
141373143524548	82.957753	55.178798	23.91	1
141373143627349	83.069797	54.93648	3.06	4
141373143689946	83.055684	54.925034	3.06	4
141373143622759	83.108202	54.943172	3.06	3
70030076250678065	83.034461	54.863292	3.06	4
70030076262877338	83.023749	55.084288	3.06	5
141373143610251	82.855833	54.974789	3.06	4
141373143529843	82.865214	54.981028	152.01	3
141373143546210	83.084373	54.981463	3.06	3
141373143617803	82.869716	55.020554	3.06	5
70030076261942957	83.021919	55.08048	3.06	4
70030076262954344	83.012698	55.085608	3.06	5
70030076194373252	82.937791	54.967282	3.06	3
70030076261503997	83.023689	55.075867	3.06	4
70030076205521590	83.079673	54.905819	3.06	4
141373143621182	83.102194	54.940442	3.06	2
70030076327211741	82.94672	54.846564	3.06	5
70030076186677070	83.046941	54.885847	3.06	5
70030076261936584	83.022529	55.07976	3.06	4
70030076249790040	83.036948	54.867284	3.06	5
70030076252021235	83.032284	54.863858	3.06	4
141373143607081	83.067973	54.867784	3.06	4
141373143572228	82.851422	54.990476	469.69	2
141373143627169	83.009452	54.986775	3.06	5
141373143521470	82.930305	55.025656	88.81	2
141373143675699	82.950722	55.021135	3.06	1
141373143610264	82.856658	54.97453	3.06	3
141373143521654	82.939137	55.022254	11.96	2
141373143522376	82.952704	55.012592	476.52	3
70030076334690952	82.932363	54.856733	3.06	5
70030076167755127	83.033785	55.004617	3.06	5
70030076347042948	82.899957	55.098257	3.06	4
141373143550466	82.990353	55.060146	3.06	2
141373143543704	83.111976	54.942153	3.06	3
141373143517535	82.953991	55.076192	81.98	1
70030076334691130	82.936001	54.858725	3.06	5
70030076249825144	83.040413	54.873739	3.06	5
70030076249924214	83.046734	54.883046	3.06	5
70030076162626557	82.865508	54.956599	3.06	3
141373143642201	83.021059	55.054892	3.06	4
141373143572388	82.987546	54.858074	3.06	2
141373143557820	82.894975	55.114566	3.06	4
141373143620195	82.979468	54.94446	3.06	4
141373143644185	82.909589	55.118779	3.06	4
141373143520738	82.911224	55.023602	46.12	2
141373143641246	82.935693	55.090309	3.06	3
141373143631397	82.958744	55.020787	3.06	3
141373143676669	82.910289	55.116044	3.06	4
141373143678001	82.867227	55.042807	3.06	3
141373143624971	83.136343	54.961574	3.06	5
141373169411807	82.895396	54.933893	3.42	2
141373143615294	82.91794	54.967806	3.06	3
141373143559936	82.900404	55.076209	3.06	2
141373143639649	82.88708	55.073014	3.06	3
141373143611649	82.878719	54.971367	3.06	2
141373143690008	82.98041	54.940636	3.06	4
141373143605743	82.947319	54.87034	3.06	4
70030076275687981	82.770903	55.003182	3.06	4
70030076262946646	83.008404	55.083184	3.06	4
70030076321115090	83.031497	55.060322	3.06	5
141373143622871	82.78638	55.019655	3.06	2
141373143674827	82.855985	54.981589	3.06	3
70030076262887520	83.023282	55.084707	3.06	5
70030076249956642	83.042576	54.877222	3.06	5
70030076249788227	83.036221	54.866715	3.06	5
70030076246911790	82.994227	54.945641	3.06	5
70030076208570138	83.006469	55.064204	3.06	3
70030076262914123	83.00608	55.078065	3.06	4
70030076307553769	83.054444	54.89214	3.06	5
141373143635855	83.002456	55.056222	3.06	3
141373143606073	82.948832	54.864778	3.06	4
141373160514436	83.063543	55.065966	3.06	5
141373143519658	82.939045	55.048312	170.8	1
141373143618844	82.869727	55.021455	3.06	5
141373143675410	82.948086	54.941177	3.06	3
141373143585920	82.869918	54.972375	3.06	2
70030076134041486	82.900757	55.011429	3.06	1
141373143626304	82.98046	54.987749	3.06	3
141373143573166	83.049671	54.97803	307.44	5
141373143560826	82.914204	55.017511	3.06	3
141373170716023	82.954211	55.025423	3.06	3
141373143550219	82.991725	54.993392	3.06	3
141373143525585	82.891283	55.053863	368.92	2
141373143614925	82.869864	54.964592	3.06	2
141373143624029	83.067014	54.978217	3.06	4
141373143635248	82.98813	55.060211	3.06	2
141373143530072	82.886388	54.984058	136.64	1
141373143640689	83.015616	55.054223	3.06	4
141373143636571	83.01087	55.063918	3.06	3
141373143521133	82.929056	55.019043	15.37	1
141373179535643	82.955676	55.061948	3.06	3
141373143584484	82.986504	54.994411	3.06	3
141373143533203	82.897881	54.985012	68.32	1
70030076275494560	83.035711	55.067032	3.06	5
141373143677518	82.954042	55.053799	3.06	3
141373143628448	82.987516	54.999544	3.06	3
141373143632468	83.018167	55.041542	3.06	2
141373143609260	82.854958	54.982793	3.06	3
141373143569344	82.921821	54.981845	3.06	2
141373143641412	82.897405	55.079218	3.06	2
70030076284663222	83.041421	54.885255	3.06	5
141373143617641	82.844096	55.012074	3.06	5
141373143520344	82.959506	55.041611	153.72	1
70030076264421509	83.028773	55.087311	3.06	5
141373143539757	83.101911	54.837238	68.32	1
141373143538449	82.97377	54.855621	245.95	2
141373143612777	82.84194	54.975611	3.06	3
141373143551609	83.018226	55.055119	3.06	4
141373143565506	82.799212	55.012249	3.06	3
141373164164917	83.053247	55.05766	3.06	5
141373143551332	83.02809	55.047229	3.06	3
141373143628575	83.068956	54.981487	3.06	4
141373143525299	82.902413	55.060809	23.91	2
141373143601222	83.008716	54.879349	3.06	5
141373143628067	83.073851	54.924249	3.06	2
141373143627326	82.998501	54.989349	3.06	4
141373143640831	82.88924	55.072493	3.06	3
141373143628966	82.976318	55.008239	3.06	2
141373170715979	82.953452	55.025725	3.06	2
141373143559723	83.00672	54.875975	3.06	5
141373143641971	83.019116	55.049589	3.06	3
141373143559201	82.958537	55.018578	3.06	3
141373143624991	82.989025	54.98446	3.06	3
70030076261754960	83.027449	55.07664	3.06	4
70030076263753479	83.016866	55.088064	3.06	5
141373143618636	82.875984	55.018719	3.06	4
141373171542989	82.841005	55.03572	3.06	4
141373143616632	82.844485	54.954768	3.06	3
141373143519175	82.946156	55.043728	76.86	2
141373143551543	83.017947	55.050024	3.06	3
141373143598093	83.098214	54.820208	3.06	3
141373143565554	82.786408	55.009644	3.06	3
141373143592877	82.973837	54.999711	3.06	3
141373143630034	83.069929	54.924191	3.06	2
141373143642586	82.913966	55.10805	3.06	5
141373143542469	83.115066	54.959617	3.06	4
141373143636898	83.002616	55.066642	3.06	2
141373143613372	82.906413	54.97273	3.06	2
141373143577603	82.967388	55.003091	3.06	2
70030076262937924	83.005582	55.081354	3.06	4
141373143608041	82.838557	54.982024	3.06	3
141373143635149	82.993631	55.045372	3.06	2
141373143525266	82.899988	55.057805	128.1	2
141373143567691	82.836784	54.976439	3.06	3
70030076249495409	82.971088	55.161569	3.06	4
70030076321104295	83.037048	55.065388	3.06	5
141373143643300	82.902013	55.115774	3.06	4
141373143567347	82.832668	54.979003	3.06	3
141373143624637	83.11948	54.944259	3.06	2
141373143641295	82.953452	55.063247	3.06	3
141373143619126	82.886766	55.014279	3.06	2
141373143529785	82.863095	54.978451	128.1	3
141373143551687	83.023616	55.043724	3.06	3
141373143546469	83.072152	54.933106	3.06	3
141373143624571	83.070951	54.980148	3.06	4
141373143617559	82.79772	55.01302	3.06	3
70030076249921740	83.040703	54.876762	3.06	5
70030076201625056	83.097653	54.97913	3.06	3
70030076207234537	82.930291	54.838473	3.06	5
70030076250707186	83.044054	54.874789	3.06	5
70030076307555105	83.055692	54.892031	3.06	5
70030076170957355	83.134545	54.904038	3.06	5
141373143607865	82.837419	54.987461	3.06	3
141373143639384	82.89928	55.075464	3.06	2
141373143624147	83.139803	54.96387	3.06	5
70030076250678478	83.034674	54.862872	3.06	4
70030076210659852	83.029913	55.065669	3.06	5
70030076206181758	82.868999	54.9563	3.06	4
70030076284639794	83.03882	54.878649	3.06	5
141373143644709	82.909173	55.120892	3.06	3
70030076284731957	83.048547	54.886945	3.06	5
70030076208728858	83.034691	55.000165	3.06	5
141373143534808	82.919184	54.962846	20.5	2
141373143638851	82.94534	55.05111	3.06	2
141373143625093	83.10966	54.957181	3.06	4
70030076127648816	82.818213	54.975815	3.06	3
141373143552091	83.003999	55.049427	3.06	3
141373143613812	82.803343	54.988965	3.06	3
141373143517385	82.933491	55.063393	136.64	2
141373143633602	83.003429	55.049355	3.06	3
141373143633142	83.030059	55.045298	3.06	3
141373143626726	82.984817	55.021413	3.06	3
141373143619999	82.797505	55.027748	3.06	3
141373143541869	82.97067	55.081485	203.25	3
141373143676399	82.996212	54.992428	3.06	4
141373143614522	82.920482	54.982263	3.06	2
141373143628179	82.984505	55.007416	3.06	3
141373143630209	82.953256	55.017345	3.06	2
141373143675542	82.963105	55.008636	3.06	2
141373143632318	82.949192	55.021765	3.06	1
141373143632010	82.977928	55.016018	3.06	3
70030076275685051	82.768403	55.003029	3.06	4
70030076262892202	83.015176	55.082411	3.06	4
141373143556964	82.965909	55.005609	3.06	2
141373173359531	82.866483	55.090882	3.06	5
141373143518106	82.977018	55.071062	256.2	2
141373143612236	82.853422	54.977941	3.06	3
141373143550335	82.991681	54.992956	3.06	3
141373143690118	82.816887	54.975473	3.06	3
141373143530243	82.85985	54.993451	307.44	2
141373143644386	82.884358	55.079412	3.06	3
141373143625898	83.076113	54.980301	3.06	4
141373143615984	82.946476	54.947012	3.06	2
141373143635662	83.019931	55.040989	3.06	2
141373143516029	82.967171	55.099091	430.41	3
141373160508214	82.894556	55.039908	194.71	1
141373143527260	82.907193	55.068742	13.66	3
141373143641632	82.899142	55.079397	3.06	1
141373143536253	83.056577	54.972279	13.66	5
141373143624105	83.142043	54.963403	3.06	5
141373143688696	82.871649	54.93957	3.06	3
141373143567143	82.798162	54.987962	3.06	4
141373143618740	82.862052	55.029102	3.06	1
141373143677625	82.982909	54.944957	3.06	4
141373143550279	82.985122	55.052129	3.06	3
141373143637079	82.881322	55.052415	3.06	3
141373143606839	82.959994	54.862704	3.06	3
141373143525844	82.896381	55.038953	184.46	1
70030076275687969	82.769082	55.000962	3.06	5
70030076347043103	82.898023	55.096716	3.06	4
141373143623925	83.063361	54.946311	3.06	2
141373143614844	82.924559	54.985026	3.06	3
141373143550722	82.998865	55.064272	3.06	1
141373143575749	82.881347	55.03601	3.06	2
70030076261963156	83.010868	55.077295	3.06	4
141373143607972	82.845992	54.981135	3.06	3
141373143529938	82.877737	54.991195	51.24	1
141373143539003	83.066864	54.889725	3.06	4
70030076192143129	82.957543	54.94811	3.06	1
70030076249944121	83.047003	54.87841	3.06	5
70030076327367866	82.937023	54.845478	3.06	5
70030076262895487	83.021831	55.084937	3.06	5
141373143638213	82.942423	55.058697	3.06	3
141373143640721	83.016584	55.054811	3.06	4
141373143623899	83.064964	54.943968	3.06	3
141373143518974	82.919941	55.03879	186.17	2
141373143690025	82.978158	54.939895	3.06	4
141373143523016	83.002125	55.038898	102.48	3
70030076243556405	82.983689	54.972221	3.06	5
141373143640456	82.955373	55.065027	3.06	2
141373143638176	82.883074	55.07087	3.06	3
141373143634521	83.024058	55.044399	3.06	3
141373143528814	82.818321	54.990094	119.56	3
141373143533388	82.893193	54.97848	136.64	2
141373143641574	82.885505	55.08303	3.06	3
141373143608479	82.846036	54.981755	3.06	3
141373143618452	82.889074	55.009505	3.06	2
141373143551600	83.020036	55.050221	3.06	3
141373143624489	83.116897	54.945046	3.06	3
141373143612739	82.837934	54.975764	3.06	3
141373143622307	82.97721	54.951451	3.06	3
141373143518878	82.913991	55.040484	85.4	1
141373143678891	82.796159	55.026143	3.06	3
141373143679148	82.819925	55.059233	3.06	5
70030076251052868	83.036923	54.870914	3.06	5
141373143605084	83.11437	54.906247	3.06	5
141373143627064	83.093927	54.980015	3.06	3
70030076330687621	82.939549	54.850025	3.06	5
141373143629423	82.959117	55.025595	3.06	3
141373143646087	82.965566	55.166067	3.06	3
70030076152323592	83.089922	54.974323	264.74	2
70030076139678905	82.807994	55.105102	3.06	5
141373143630297	82.981837	55.012851	3.06	3
141373143637052	82.871394	55.041683	3.06	3
141373143624741	82.991629	54.985067	3.06	3
141373143625768	83.105758	54.960969	3.06	3
141373143636300	83.072788	55.044295	3.06	5
141373143680099	83.06366	54.97935	3.06	4
141373143605699	82.946494	54.869588	3.06	4
141373143544958	83.070978	54.937677	3.06	3
141373143676965	83.029122	55.047652	3.06	3
141373143517657	82.937921	55.066374	136.64	2
141373143631407	82.941712	55.036506	3.06	3
141373143622433	83.065463	54.949778	3.06	2
141373143613858	82.805236	54.98974	3.06	3
70030076261993878	83.009021	55.077676	3.06	4
70030076170559284	82.790915	55.016839	3.06	1
70030076194555025	82.901993	54.969976	3.06	2
141373143520129	82.960449	55.050732	194.71	2
141373143636274	82.996722	55.062616	3.06	1
141373143556746	82.956168	55.003613	3.06	3
141373143625342	83.107409	54.958336	3.06	4
141373143677888	82.881789	55.03881	3.06	3
141373143567460	82.82862	54.973753	3.06	3
141373143563486	82.983394	54.942701	3.06	4
141373143606484	82.952842	54.866243	3.06	4
141373173360085	82.86487	55.088209	3.06	5
141373143572433	83.006387	54.940008	3.06	5
141373143606407	82.95471	54.869599	3.06	4
